,school_name,city,state,website,query,directory
1012,barrow high school,utqiagvik,alaska,https://bhs.nsbsd.org/en,"barrow high school in utqiagvik, alaska staff administration directory link",https://education.alaska.gov/compass/ParentPortal/SchoolProfile?SchoolID=360030
1013,belfry high school,belfry,kentucky,https://bhs.pike.kyschools.us/,"belfry high school in belfry, kentucky staff administration directory link",https://bhs.pike.kyschools.us/
1014,brandon high school,brandon,mississippi,https://bhs.rcsd.ms/,"brandon high school in brandon, mississippi staff administration directory link",https://bhs.rcsd.ms/httpsbhsrcsdmsfsadminsitepages6064/faculty-staff
1015,roaring fork high school,basalt,colorado,https://bhs.rfsd.k12.co.us/en-US,"roaring fork high school in basalt, colorado staff administration directory link",https://bhs.rfsd.k12.co.us/en-US/staff
1016,bucksport high school,bucksport,maine,https://bhs.rsu25.org/,"bucksport high school in bucksport, maine staff administration directory link",https://bhs.rsu25.org/staff_directory
1017,belmont high school,belmont,new hampshire,https://bhs.sau80.org/,"belmont high school in belmont, new hampshire staff administration directory link",https://bhs.sau80.org/about_us/b_h_s_faculty
1018,beech sr high school,hendersonville,tennessee,https://bhs.sumnerschools.org/,"beech sr high school in hendersonville, tennessee staff administration directory link",https://bhs.sumnerschools.org/
1019,branford high school,branford,florida,https://bhs.suwannee.k12.fl.us/,"branford high school in branford, florida staff administration directory link",https://bhs.suwannee.k12.fl.us/faculty
1020,brighton high school,brighton,tennessee,https://bhs.tipton-county.com/,"brighton high school in brighton, tennessee staff administration directory link",https://bhs.tipton-county.com/apps/staff/
1021,bourbon high school,bourbon,missouri,https://bhs.warhawks.k12.mo.us/,"bourbon high school in bourbon, missouri staff administration directory link",https://warhawks.k12.mo.us/district/staff_directory
1022,beech senior high school,hendersonville,tennessee,https://bhs2.sumnerschools.org/,"beech senior high school in hendersonville, tennessee staff administration directory link",https://bhs.sumnerschools.org/index.php/faculty
1023,bard early college cleveland,cleveland,ohio,https://bhsec.bard.edu/cleveland/,"bard early college cleveland in cleveland, ohio staff administration directory link",https://bhsec.bard.edu/cleveland/our-people/staff/
1024,bard high school early college dc bard dc,washington,district of columbia,https://bhsec.bard.edu/dc/,"bard high school early college dc bard dc in washington, district of columbia staff administration directory link",https://bhsec.bard.edu/dc/our-people/staff/
1025,bret harte union high school,angels camp,california,https://bhuhsd-ca.schoolloop.com/,"bret harte union high school in angels camp, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=05615560532507
1026,central high school,macon,georgia,https://bibbcountysdcentral.ss19.sharpschool.com/,"central high school in macon, georgia staff administration directory link",https://bibbcountysdcentral.ss19.sharpschool.com/our_school/faculty__staff_directory
1027,howard high school,macon,georgia,https://bibbcountysdhowardhs.ss19.sharpschool.com/,"howard high school in macon, georgia staff administration directory link",https://bibbcountysdhowardhs.ss19.sharpschool.com/our_school/faculty_staff_directory
1028,southwest high school,macon,georgia,https://bibbcountysdsouthwest.ss19.sharpschool.com/,"southwest high school in macon, georgia staff administration directory link",https://bibbcountysdsouthwest.ss19.sharpschool.com/our_school/faculty_staff_directory
1029,westside high school,macon,georgia,https://bibbcountysdwestside.ss19.sharpschool.com/,"westside high school in macon, georgia staff administration directory link",https://bibbcountysdwestside.ss19.sharpschool.com/our_school/faculty_staff_directory
1030,billings christian schools,billings,montana,https://billingschristianschool.org/,"billings christian schools in billings, montana staff administration directory link",https://billingschristianschool.org/about-us/faculty-staff/
1031,biotechrichmond heights 9 12 high school,miami,florida,https://biotechhighschool.net/,"biotechrichmond heights 9 12 high school in miami, florida staff administration directory link",https://biotechhighschool.net/
1032,crater school of business innovation and science,central point,oregon,https://bis.district6.org/,"crater school of business innovation and science in central point, oregon staff administration directory link",https://www.district6.org/parentsstudents/directory-5/
1033,reicher catholic high school,waco,texas,https://bishopreicher.com/,"reicher catholic high school in waco, texas staff administration directory link",https://bishopreicher.com/administrative-staff
1034,bishop ryan high school,minot,north dakota,https://bishopryan.com/,"bishop ryan high school in minot, north dakota staff administration directory link",https://bishopryan.com/faculty-staff-directory
1035,bishop john snyder high school,jacksonville,florida,https://bishopsnyderorg.finalsite.com/,"bishop john snyder high school in jacksonville, florida staff administration directory link",https://www.bishopsnyder.org/academics/faculty-and-staff
1036,brooklyn theatre arts high school,brooklyn,new york,https://bktheatrearts.org/,"brooklyn theatre arts high school in brooklyn, new york staff administration directory link",https://www.brooklynartshs.nyc/staff-directory.html
1037,blackstone valley prep high,cumberland,rhode island,https://blackstonevalleyprep.org/,"blackstone valley prep high in cumberland, rhode island staff administration directory link",https://blackstonevalleyprep.org/about/contact/
1038,blanchester high school,blanchester,ohio,https://blanschools.org/blanchester-high-school/,"blanchester high school in blanchester, ohio staff administration directory link",https://www.blanschools.org/staff-directory/district-office/
1039,paul g blazer high school,ashland,kentucky,https://blazer.ashland.kyschools.us/,"paul g blazer high school in ashland, kentucky staff administration directory link",http://www.ashland.kyschools.us.schools.bz/1/Teacher
1040,betsy layne high school,stanville,kentucky,https://blhs.floyd.kyschools.us/,"betsy layne high school in stanville, kentucky staff administration directory link",https://blhs.floyd.kyschools.us/apps/staff/
1041,batesburg leesville high school,batesburg leesville,south carolina,https://blhs.lex3.org/,"batesburg leesville high school in batesburg leesville, south carolina staff administration directory link",https://blhs.lex3.org/
1042,bloom high school,chicago heights,illinois,https://bloomhs.org/contact/,"bloom high school in chicago heights, illinois staff administration directory link",https://bloomhs.org/staff-directory/
1043,bloom trail high school,chicago heights,illinois,https://bloomtrail.org/,"bloom trail high school in chicago heights, illinois staff administration directory link",https://bloomtrail.org/staff-directory/
1044,mattie t blount high school,eight mile,alabama,https://blountmcpssal.schoolinsites.com/,"mattie t blount high school in eight mile, alabama staff administration directory link",https://blountmcpssal.schoolinsites.com/staff
1045,banning lewis ranch academy,colorado springs,colorado,https://blracademy.org/,"banning lewis ranch academy in colorado springs, colorado staff administration directory link",https://blracademy.org/about/
1046,baltimore leadership school for young women,baltimore,maryland,https://blsyw.org/,"baltimore leadership school for young women in baltimore, maryland staff administration directory link",https://www.blsyw.org/apps/staff/
1047,blue hills regional vocational technical,canton,massachusetts,https://bluehills.org/,"blue hills regional vocational technical in canton, massachusetts staff administration directory link",https://www.bluehills.org/about/faculty-and-staff-contacts/
1048,battle mountain high school,edwards,colorado,https://bmhs.eagleschools.net/,"battle mountain high school in edwards, colorado staff administration directory link",https://bmhs.eagleschools.net/about-us/staff-directory
1049,bnos yisroel,baltimore,maryland,https://bnosyisroel.org/,"bnos yisroel in baltimore, maryland staff administration directory link",https://www.zoominfo.com/pic/bnos-yisroel/390233454
1050,bnos yisroel school,baltimore,maryland,https://bnosyisroel.org/,"bnos yisroel school in baltimore, maryland staff administration directory link",https://www.zoominfo.com/pic/bnos-yisroel/390233454
1051,boca prep international school,boca raton,florida,https://bocaprep.net/,"boca prep international school in boca raton, florida staff administration directory link",https://bocaprep.net/meet-the-staff/
1052,william w bodine high school,philadelphia,pennsylvania,https://bodine.philasd.org/,"william w bodine high school in philadelphia, pennsylvania staff administration directory link",https://bodine.philasd.org/faculty-staff/
1053,hampshire senior high school,romney,west virginia,https://boe.hamp.k12.wv.us/67/Hampshire-High-School-HHS,"hampshire senior high school in romney, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=28&school_id=501
1054,weir middle school,weirton,west virginia,https://boe.hancock.k12.wv.us/WMS,"weir middle school in weirton, west virginia staff administration directory link",https://wms.hancock.k12.wv.us/staff
1055,chapmanville regional high school,logan,west virginia,https://boe.logan.k12.wv.us/,"chapmanville regional high school in logan, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=45&school_id=501
1056,princeton middle school,princeton,west virginia,https://boe.merc.k12.wv.us/Domain/36,"princeton middle school in princeton, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=51&school_id=403
1057,pikeview middle school,princeton,west virginia,https://boe.merc.k12.wv.us/Domain/37,"pikeview middle school in princeton, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=51&school_id=302
1058,glenwood school k 8,princeton,west virginia,https://boe.merc.k12.wv.us/Domain/38,"glenwood school k 8 in princeton, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=51&school_id=208
1059,bluefield high school,bluefield,west virginia,https://boe.merc.k12.wv.us/domain/20,"bluefield high school in bluefield, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=51&school_id=502
1060,montcalm high school,montcalm,west virginia,https://boe.merc.k12.wv.us/domain/27,"montcalm high school in montcalm, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=51&school_id=505
1061,mountaineer middle school,morgantown,west virginia,https://boe.mono.k12.wv.us/4/home,"mountaineer middle school in morgantown, west virginia staff administration directory link",https://boe.mono.k12.wv.us/staff-profile/~const-id/3124
1062,suncrest middle school,morgantown,west virginia,https://boe.mono.k12.wv.us/6/home,"suncrest middle school in morgantown, west virginia staff administration directory link",https://sms.mono.k12.wv.us/
1063,richwood high school,craigsville,west virginia,https://boe.nich.k12.wv.us/o/rhs,"richwood high school in craigsville, west virginia staff administration directory link",https://rhs.nich.k12.wv.us/o/rhs/staff
1064,boulder high school,boulder,colorado,https://boh.bvsd.org/,"boulder high school in boulder, colorado staff administration directory link",https://boh.bvsd.org/about/staff-directory
1065,bold senior high school,olivia,minnesota,https://bold.k12.mn.us/our-schools/high-school/,"bold senior high school in olivia, minnesota staff administration directory link",https://bold.k12.mn.us/our-schools/district/directory/
1066,kipp booker t washington,new orleans,louisiana,https://bookertwashington.kippneworleans.org/,"kipp booker t washington in new orleans, louisiana staff administration directory link",https://bookertwashington.kippneworleans.org/apps/staff/
1067,borah senior high school,boise,idaho,https://borah.boiseschools.org/,"borah senior high school in boise, idaho staff administration directory link",https://borah.boiseschools.org/our_school/staff_directory
1068,benjamin bosse high school,evansville,indiana,https://bosse.evscschools.com/,"benjamin bosse high school in evansville, indiana staff administration directory link",https://bosse.evscschools.com/about_us/staff_directory
1069,boston arts academy,boston,massachusetts,https://bostonartsacademy.org/,"boston arts academy in boston, massachusetts staff administration directory link",https://bostonartsacademy.org/about
1070,bothell high school,bothell,washington,https://bothell.nsd.org/,"bothell high school in bothell, washington staff administration directory link",https://bothell.nsd.org/our-school/school-directory
1071,boulder city high school,boulder city,nevada,https://bouldercityhighschool.com/,"boulder city high school in boulder city, nevada staff administration directory link",https://bouldercityhighschool.com/staff/
1072,bowsher high school,toledo,ohio,https://bowsherhighschool.tps.org/,"bowsher high school in toledo, ohio staff administration directory link",https://bowsherhighschool.tps.org/
1073,boyd high school,boyd,texas,https://boydisd.net/,"boyd high school in boyd, texas staff administration directory link",https://boydisd.net/high-school-staff-directory/
1074,boynton high school,san jose,california,https://boynton.cuhsd.org/,"boynton high school in san jose, california staff administration directory link",https://boynton.cuhsd.org/apps/staff/
1075,deane bozeman school,panama city,florida,https://bozemanbucks.net/,"deane bozeman school in panama city, florida staff administration directory link",https://bozemanbucks.net/
1076,big picture educational academy,fresno,california,https://bpea.school/high-school-9-12/,"big picture educational academy in fresno, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=10101080119628
1077,brazosport high school,freeport,texas,https://bphs.brazosportisd.net/,"brazosport high school in freeport, texas staff administration directory link",https://bphs.brazosportisd.net/our_school/staff_directory
1078,bradford christian academy,bradford,massachusetts,https://bradfordchristianacademy.org/,"bradford christian academy in bradford, massachusetts staff administration directory link",https://bradfordchristianacademy.org/directory/
1079,brady exploration school,lakewood,colorado,https://brady.jeffcopublicschools.org/,"brady exploration school in lakewood, colorado staff administration directory link",https://brady.jeffcopublicschools.org/staff
1080,harold t branch academy for career and technical educational,corpus christi,texas,https://branch.ccisd.us/,"harold t branch academy for career and technical educational in corpus christi, texas staff administration directory link",https://branch.ccisd.us/directory
1081,brandon valley high school,brandon,south dakota,https://brandonvalley.k12.sd.us/bvhs/,"brandon valley high school in brandon, south dakota staff administration directory link",https://brandonvalley.k12.sd.us/bvhs/bvhs_staff.html
1082,yes prep brays oaks,houston,texas,https://braysoaks.yesprep.org/?utm_source=gmb&utm_medium=website&utm_campaign=braysoak,"yes prep brays oaks in houston, texas staff administration directory link",https://braysoaks.yesprep.org/about-us/staff
1083,bremen high school,midlothian,illinois,https://bremen.bhsd228.com/,"bremen high school in midlothian, illinois staff administration directory link",https://prod-web-alb.8to18.com/BremenHS/staff
1084,brentsville district high school,nokesville,virginia,https://brentsvillehs.pwcs.edu/,"brentsville district high school in nokesville, virginia staff administration directory link",https://brentsvillehs.pwcs.edu/directory/index
1085,broomfield high school,broomfield,colorado,https://brh.bvsd.org/,"broomfield high school in broomfield, colorado staff administration directory link",https://brh.bvsd.org/about/staff-directory
1086,benjamin russell high school,alexander city,alabama,https://brhs.alexcityschools.net/,"benjamin russell high school in alexander city, alabama staff administration directory link",https://brhs.alexcityschools.net/schoolstaff
1087,buena regional high school,buena,new jersey,https://brhs.buenaschools.org/,"buena regional high school in buena, new jersey staff administration directory link",https://brhs.buenaschools.org/apps/staff/
1088,bethel regional high school,bethel,alaska,https://brhs.lksd.org/,"bethel regional high school in bethel, alaska staff administration directory link",https://brhs.lksd.org/staff_directory
1089,briarwood academy,warrenton,georgia,https://briarwoodacademy.com/,"briarwood academy in warrenton, georgia staff administration directory link",https://briarwoodacademy.com/faculty/
1090,bridgewater raynham regional school,bridgewater,massachusetts,https://bridge-rayn.org/,"bridgewater raynham regional school in bridgewater, massachusetts staff administration directory link",https://www.bridge-rayn.org/en/staff
1091,great oaks charter school,bridgeport,connecticut,https://bridgeport.greatoakscharter.org/,"great oaks charter school in bridgeport, connecticut staff administration directory link",https://bridgeport.greatoakscharter.org/about/team/staff/
1092,valor academy high school,north hills,california,https://brightstarschools.org/VAHS,"valor academy high school in north hills, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330127894
1093,brillion high,brillion,wisconsin,https://brillionsd.org/,"brillion high in brillion, wisconsin staff administration directory link",https://www.brillionsd.org/o/bhs
1094,brimley middlehigh school,brimley,michigan,https://brimley.eupschools.org/site/default.aspx?PageID=1,"brimley middlehigh school in brimley, michigan staff administration directory link",https://brimley.eupschools.org/staff
1095,bristol county agricultural high,dighton,massachusetts,https://bristolaggie.org/,"bristol county agricultural high in dighton, massachusetts staff administration directory link",https://bristolaggie.org/staff
1096,bristol county agricultural high school,dighton,massachusetts,https://bristolaggie.org/,"bristol county agricultural high school in dighton, massachusetts staff administration directory link",https://bristolaggie.org/staff
1097,new brockton high school,new brockton,alabama,https://brockton.ccs.schoolinsites.com/,"new brockton high school in new brockton, alabama staff administration directory link",https://brockton.ccs.schoolinsites.com/schoolstaff
1098,the bromfield school,harvard,massachusetts,https://bromfield.psharvard.org/,"the bromfield school in harvard, massachusetts staff administration directory link",https://bromfield.psharvard.org/contact_us/staff_directory
1099,bronx bridges high school,bronx,new york,https://bronxbridges.org/,"bronx bridges high school in bronx, new york staff administration directory link",https://bronxbridges.org/apps/staff/
1100,bronx high school for law and community service,bronx,new york,https://bronxlawhs.weebly.com/,"bronx high school for law and community service in bronx, new york staff administration directory link",https://www.schools.nyc.gov/schools/X439
1101,bronx river high school,bronx,new york,https://bronxriverhighschool.org/,"bronx river high school in bronx, new york staff administration directory link",https://bronxriverhighschool.org/about/staff/
1102,brooklyn lab school,brooklyn,new york,https://brooklynlabschool.org/,"brooklyn lab school in brooklyn, new york staff administration directory link",https://brooklynlabschool.org/staff-directory/
1103,brooklyn community high school for excellence and equity,brooklyn,new york,https://brooklynxhighschool.org/,"brooklyn community high school for excellence and equity in brooklyn, new york staff administration directory link",https://www.schools.nyc.gov/schools/K566
1104,broome street academy charter high school,new york,new york,https://broomestreetacademy.org/,"broome street academy charter high school in new york, new york staff administration directory link",https://broomestreetacademy.org/staff/
1105,richard d browning high school,long beach,california,https://browning-lbusd-ca.schoolloop.com/,"richard d browning high school in long beach, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19647250135525
1106,bruce randolph school,denver,colorado,https://brucerandolph.dpsk12.org/,"bruce randolph school in denver, colorado staff administration directory link",https://brucerandolph.dpsk12.org/staff-directory/
1107,bryant high school,alexandria,virginia,https://bryanths.fcps.edu/,"bryant high school in alexandria, virginia staff administration directory link",https://bryanths.fcps.edu/staff
1108,blessed sacrament huguenot,powhatan,virginia,https://bshknights.org/,"blessed sacrament huguenot in powhatan, virginia staff administration directory link",https://bshknights.org/academics/faculty/
1109,blessed sacrament huguenot school,powhatan,virginia,https://bshknights.org/,"blessed sacrament huguenot school in powhatan, virginia staff administration directory link",https://bshknights.org/academics/faculty/
1110,bonner springs high school,bonner springs,kansas,https://bshs.usd204.com/,"bonner springs high school in bonner springs, kansas staff administration directory link",https://bshs.usd204.com/staff_directory
1111,tennessee high school,bristol,tennessee,https://btcsths.ss18.sharpschool.com/,"tennessee high school in bristol, tennessee staff administration directory link",https://btcsths.ss18.sharpschool.com/staff
1112,school of business technology marketing and finance,paterson,new jersey,https://btmf-pps-nj.schoolloop.com/,"school of business technology marketing and finance in paterson, new jersey staff administration directory link",https://www.patersonnj.gov/egov/apps/staff/directory.egov?structureid=5
1113,booker t washington new technology high school,shreveport,louisiana,https://btw.caddoschools.org/,"booker t washington new technology high school in shreveport, louisiana staff administration directory link",https://www.zoominfo.com/pic/booker-t-washington-high-school/409063994
1114,elise p buckingham charter magnet high school,vacaville,california,https://buckingham.vacavilleusd.org/,"elise p buckingham charter magnet high school in vacaville, california staff administration directory link",https://buckingham.vacavilleusd.org/
1115,bunkie magnet high school,bunkie,louisiana,https://bunkiehighschool.com/,"bunkie magnet high school in bunkie, louisiana staff administration directory link",https://bunkiemagneths.schoolinsites.com/
1116,burlington high school,burlington,colorado,https://burlingtonk12.org/high-school-dashboard/,"burlington high school in burlington, colorado staff administration directory link",https://sites.google.com/burlingtonk12.org/wire-frame/staff-directory
1117,burton adventist academy,arlington,texas,https://burtonacademy.org/,"burton adventist academy in arlington, texas staff administration directory link",https://burtonacademy.org/faculty-and-staff
1118,bushwick leaders high school for academic excellence,queens,new york,https://bushwickleadershs.com/,"bushwick leaders high school for academic excellence in queens, new york staff administration directory link",https://bushwickleadershs.com/staff-directory/
1119,butler high school,vandalia,ohio,https://butler.vbcsd.com/,"butler high school in vandalia, ohio staff administration directory link",https://www.vbcsd.com/
1120,butte central catholic schools,butte,montana,https://buttecentral.org/,"butte central catholic schools in butte, montana staff administration directory link",https://buttecentral.org/
1121,big valley christian school,modesto,california,https://bvcs.org/,"big valley christian school in modesto, california staff administration directory link",https://bvcs.org/about/bvcs-staff/
1122,buckeye valley local high school,delaware,ohio,https://bvhs.mybvls.org/,"buckeye valley local high school in delaware, ohio staff administration directory link",https://www.buckeyevalley.k12.oh.us.schools.bz/
1123,grapevine colleyville collegiate academy at tcc ne,hurst,texas,https://ca.gcisd.net/,"grapevine colleyville collegiate academy at tcc ne in hurst, texas staff administration directory link",https://ca.gcisd.net/directory
1124,animo city of champions charter high school,inglewood,california,https://ca.greendot.org/champions/,"animo city of champions charter high school in inglewood, california staff administration directory link",https://ca.greendot.org/champions/
1125,nimo leadership charter high school,inglewood,california,https://ca.greendot.org/leadership/,"nimo leadership charter high school in inglewood, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19647091996313
1126,alain leroy locke college preparatory academy,los angeles,california,https://ca.greendot.org/locke/,"alain leroy locke college preparatory academy in los angeles, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330118588
1127,animo pat brown charter high school,los angeles,california,https://ca.greendot.org/patbrown/,"animo pat brown charter high school in los angeles, california staff administration directory link",https://ca.greendot.org/patbrown/our-team/
1128,animo ralph bunche high school,los angeles,california,https://ca.greendot.org/ralphbunche/,"animo ralph bunche high school in los angeles, california staff administration directory link",https://ca.greendot.org/ralphbunche/our-team/
1129,animo south los angeles charter,los angeles,california,https://ca.greendot.org/southla/students-families/,"animo south los angeles charter in los angeles, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330102434
1130,animo venice charter high school,venice,california,https://ca.greendot.org/venice/,"animo venice charter high school in venice, california staff administration directory link",https://ca.greendot.org/venice/our-team/
1131,animo watts college preparatory academy,los angeles,california,https://ca.greendot.org/watts/,"animo watts college preparatory academy in los angeles, california staff administration directory link",https://ca.greendot.org/collegeprep/staff-directory/
1132,calloway cab school of the arts,wilmington,delaware,https://cabcallowayschool.org/,"calloway cab school of the arts in wilmington, delaware staff administration directory link",https://cabcallowayschool.org/directory/staff-directory/
1133,cabrillo high,lompoc,california,https://cabrillohighschool.lusd.org/,"cabrillo high in lompoc, california staff administration directory link",https://cabrillohighschool.lusd.org/staff/staff-directory
1134,cabrillo point academy,el cajon,california,https://cabrillopointacademy.org/,"cabrillo point academy in el cajon, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=37680490132506
1135,connellsville area career and technical ce,connellsville,pennsylvania,https://cactc.casdfalcons.org/,"connellsville area career and technical ce in connellsville, pennsylvania staff administration directory link",https://cactc.casdfalcons.org/apps/staff/
1136,erwin high school,asheville,north carolina,https://caehs.buncombeschools.org/,"erwin high school in asheville, north carolina staff administration directory link",https://caehs.buncombeschools.org/o/caehs/staff
1137,crater academy of health and public services,central point,oregon,https://cahps.district6.org/,"crater academy of health and public services in central point, oregon staff administration directory link",https://www.district6.org/parentsstudents/directory-5/
1138,crooms academy of information technology,sanford,florida,https://cait.scps.k12.fl.us/,"crooms academy of information technology in sanford, florida staff administration directory link",https://cait.scps.k12.fl.us/our_school/staff
1139,calhoun middlehigh school,mount zion,west virginia,https://calhoun-k12.wvnet.edu/ccmhs/,"calhoun middlehigh school in mount zion, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=14&school_id=501
1140,california preparatory academy,san juan capistrano,california,https://calprep.capousd.org/,"california preparatory academy in san juan capistrano, california staff administration directory link",https://calprep.capousd.org/Staff-Directory/
1141,calvary schools of holland,holland,michigan,https://calvaryschoolsholland.org/,"calvary schools of holland in holland, michigan staff administration directory link",https://calvaryschoolsholland.org/communication/staff/
1142,cam academy,battle ground,washington,https://cam.battlegroundps.org/,"cam academy in battle ground, washington staff administration directory link",https://cam.battlegroundps.org/staff-directory-list/
1143,cambridge continuation high school,fresno,california,https://cambridge.fresnounified.org/,"cambridge continuation high school in fresno, california staff administration directory link",https://schools.fresnounified.org/?location=cambridge-high-school&v=staff
1144,eastside high school,camden,new jersey,https://camdencityschools.org/eastsidehs/about-us/about-the-principal/,"eastside high school in camden, new jersey staff administration directory link",https://camdencityschools.org/eastsidehs/about-us/meet-our-administration-team/
1145,camden high school,camden,south carolina,https://camdenmilitary.com/admissions/?gclid=Cj0KCQjwn9CgBhDjARIsAD15h0A9TJKY5Daaj-UamaKk-gWgsYMP5uBzvGGPGiRqO8_qvlb7YLQZOX4aAuzyEALw_wcB,"camden high school in camden, south carolina staff administration directory link",https://www.kcsdschools.net/site/Default.aspx?PageType=1&SiteID=11&ChannelID=625&DirectoryType=6
1146,east orange campus high school,east orange,new jersey,https://campus.eastorange.k12.nj.us/,"east orange campus high school in east orange, new jersey staff administration directory link",https://campus.eastorange.k12.nj.us/apps/staff/
1147,cane ridge high school,antioch,tennessee,https://caneridgehs.mnps.org/,"cane ridge high school in antioch, tennessee staff administration directory link",https://caneridgehs.mnps.org/our_school/directory
1148,canton academy,canton,mississippi,https://cantonacademy.org/,"canton academy in canton, mississippi staff administration directory link",https://cantonacademy.org/about-us/faculty-and-staff/
1149,canutillo high school,el paso,texas,https://canutillochs.ss6.sharpschool.com/,"canutillo high school in el paso, texas staff administration directory link",https://canutillochs.ss6.sharpschool.com/parents/staff_directory
1150,canyon springs high school,moreno valley,california,https://canyonsprings.mvusd.net/,"canyon springs high school in moreno valley, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=33671243330396
1151,creative and performing arts,philadelphia,pennsylvania,https://capa.philasd.org/,"creative and performing arts in philadelphia, pennsylvania staff administration directory link",https://kcapa.philasd.org/staff-directory/
1152,capital senior high school,boise,idaho,https://capital.boiseschools.org/,"capital senior high school in boise, idaho staff administration directory link",https://capital.boiseschools.org/our_school/staff_directory
1153,capital high school,olympia,washington,https://capital.osd.wednet.edu/,"capital high school in olympia, washington staff administration directory link",https://capital.osd.wednet.edu/staff_directory/staff_directory
1154,capital high school,santa fe,new mexico,https://capital.sfps.info/,"capital high school in santa fe, new mexico staff administration directory link",https://docs.google.com/spreadsheets/d/1zjAkGqtH81HplSB9OXKCUwPq8kX57OkFXZNvuTXRzmY/edit
1155,capital city independent study,sacramento,california,https://capitalcity.scusd.edu/,"capital city independent study in sacramento, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=34674393430519
1156,capital preparatory magnet school,hartford,connecticut,https://capitalprep.org/,"capital preparatory magnet school in hartford, connecticut staff administration directory link",https://capitalprep.org/about/faculty/
1157,cardinal high school,middlefield,ohio,https://cardinalschools.org/chs/,"cardinal high school in middlefield, ohio staff administration directory link",https://cardinalschools.org/chs/staff-directory/
1158,career academy at south bend,south bend,indiana,https://careeracademysb.com/,"career academy at south bend in south bend, indiana staff administration directory link",https://careeracademysb.com/about/our-school-staff/
1159,carlisle school,axton,virginia,https://carlisleschool.org/,"carlisle school in axton, virginia staff administration directory link",https://carlisleschool.org/about-us/faculty/
1160,carroll high school,corpus christi,texas,https://carroll.ccisd.us/,"carroll high school in corpus christi, texas staff administration directory link",https://carroll.ccisd.us/Directory
1161,carson senior high school,carson,california,https://carsonhighschool.org/,"carson senior high school in carson, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19647331931526
1162,carver middlehigh school,carver,massachusetts,https://carver.org/middle-high-school/,"carver middlehigh school in carver, massachusetts staff administration directory link",https://carver.org/carver-home/about-us/middlehigh-school/
1163,carver high school for applied techengineeringarts,houston,texas,https://carverhs.aldineisd.org/,"carver high school for applied techengineeringarts in houston, texas staff administration directory link",https://carverhs.aldineisd.org/about/administration/
1164,carver vocational technical high school,baltimore,maryland,https://carvervotech.org/,"carver vocational technical high school in baltimore, maryland staff administration directory link",https://carvervotech.org/faculty-and-staff/
1165,cary christian school,cary,north carolina,https://carychristianschool.org/,"cary christian school in cary, north carolina staff administration directory link",https://carychristianschool.org/administration/
1166,christian academy of indiana,new albany,indiana,https://caschools.us/,"christian academy of indiana in new albany, indiana staff administration directory link",https://caschools.us/indiana/warrior-athletics/indiana-campus/
1167,conneaut area senior high school,linesville,pennsylvania,https://cash.conneautsd.org/,"conneaut area senior high school in linesville, pennsylvania staff administration directory link",https://www.conneautsd.org/directory
1168,cheboygan area high school,cheboygan,michigan,https://cashs.chebschools.org/,"cheboygan area high school in cheboygan, michigan staff administration directory link",https://cashs.chebschools.org/apps/staff/
1169,castle hills first baptist school,san antonio,texas,https://castlehills.school/,"castle hills first baptist school in san antonio, texas staff administration directory link",https://castlehills.school/faculty-and-staff/
1170,cast tech high school,san antonio,texas,https://castschools.com/cast-tech/,"cast tech high school in san antonio, texas staff administration directory link",https://schools.saisd.net/page/027.teachers
1171,catalyst charter maria es,chicago,illinois,https://catalystschools.org/maria,"catalyst charter maria es in chicago, illinois staff administration directory link",https://catalystschools.org/maria/contact
1172,charles a tindley accelerated school,indianapolis,indiana,https://catas.tindley.org/,"charles a tindley accelerated school in indianapolis, indiana staff administration directory link",https://catas.tindley.org/apps/staff/
1173,cathedral academy,north charleston,south carolina,https://cathedralacademy.com/,"cathedral academy in north charleston, south carolina staff administration directory link",https://cathedralacademy.com/staff-directory/
1174,california virtual academy  sonoma,sonoma,california,https://cava.k12.com,"california virtual academy  sonoma in sonoma, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=49707970107284
